"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000077498","TYR","tyrosinase","protein coding","heart disease",19,0,0.47,0,NA,0.01,NA,0.03,0,0,0.02,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,0,NA,NA,NA,NA,"12442",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000002726","AOC1","amine oxidase copper containing 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.57,0.51,NA,NA,NA,NA,NA,NA,0.58,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","3HI7, 3HIG, 3HII, 3K5T, 3MPH",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",5
"ENSG00000006453","BAIAP2L1","BAR/IMD domain containing adaptor protein 2 like 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0.68,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21649","2KXC, 2LNH",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000084636","COL16A1","collagen type XVI alpha 1 chain","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,0.47,0.15,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"2193",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000111245","MYL2","myosin light chain 2","protein coding","heart disease",85,NA,NA,0.11,0.05,NA,NA,0.91,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7583","5TBY",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","Clinical_Precedence",6
"ENSG00000140526","ABHD2","abhydrolase domain containing 2, acylglycerol lipase","protein coding","age-related macular degeneration",2,NA,NA,NA,NA,NA,0.37,0.57,NA,NA,NA,NA,0.51,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18717",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000143921","ABCG8","ATP binding cassette subfamily G member 8","protein coding","atherosclerosis",20,NA,NA,NA,NA,NA,NA,0.47,NA,NA,0.38,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,0.09,NA,NA,NA,"13887","5DO7, 7JR7",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000183638","RP1L1","RP1 like 1","protein coding",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.03,NA,0.49,0.11,NA,NA,NA,0.19,NA,NA,NA,0.1,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15946",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000134245","WNT2B","Wnt family member 2B","protein coding",NA,NA,NA,0.17,0.78,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.09,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,"12781",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",6
"ENSG00000136944","LMX1B","LIM homeobox transcription factor 1 beta","protein coding","glaucoma",33,NA,0.86,NA,NA,NA,0,0,0.02,NA,0,NA,NA,0.8,NA,NA,NA,0.72,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6654",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000152034","MCHR2","melanin concentrating hormone receptor 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20867",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000169047","IRS1","insulin receptor substrate 1","protein coding","type 2 diabetes",276,NA,NA,0.04,NA,0.25,NA,0.34,NA,0.01,0,NA,0.52,0.55,0.28,NA,NA,0.69,NA,NA,NA,0.63,0.02,NA,NA,0.3,NA,NA,NA,0,NA,NA,NA,NA,"6125","1IRS, 1K3A, 1QQG, 2Z8C, 5U1M, 6BNT",32,"https://genomics.senescence.info/genes/entry.php?hgnc=IRS1",NA,1,"Nutrient signalling","IGF receptor signaling pathway","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",8
"ENSG00000186047","DLEU7","deleted in lymphocytic leukemia 7","protein coding",NA,NA,0,NA,NA,0,NA,NA,0,NA,0.01,0.01,NA,0.55,0.63,0.5,NA,0.01,0.54,NA,NA,0,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17567",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000204842","ATXN2","ataxin 2","protein coding","obesity",24,NA,0.11,0.29,0.39,0,NA,0.43,0.01,0.07,0.15,0.26,0.3,0.27,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,0.11,0.12,NA,NA,NA,NA,NA,"10555","3KTR",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",12
"ENSG00000002745","WNT16","Wnt family member 16","protein coding","osteoporosis",18,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,0.18,0.14,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16267",NA,NA,NA,"Induces",1,"Cellular senescence","cellular senescence","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000033867","SLC4A7","solute carrier family 4 member 7","protein coding","hypertension",10,NA,NA,0.62,NA,NA,NA,0.03,NA,NA,0,0.63,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,"11033",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000038532","CLEC16A","C-type lectin domain containing 16A","protein coding","heart disease",5,0,NA,0,NA,NA,NA,0.13,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29013",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000104447","TRPS1","transcriptional repressor GATA binding 1","protein coding","obesity",2,NA,NA,NA,NA,0,NA,0.34,NA,NA,NA,NA,0.86,0.82,0.52,NA,NA,0.84,NA,NA,NA,0.62,0.01,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12340",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
"ENSG00000104490","NCALD","neurocalcin delta","protein coding","chronic kidney disease",3,0,0.01,0.43,NA,NA,NA,0.47,NA,0,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7655",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000118689","FOXO3","forkhead box O3","protein coding","heart disease",66,0,NA,0,NA,NA,NA,0.02,0,NA,0.01,0.37,NA,0.66,NA,NA,0.01,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.3,NA,0,NA,NA,NA,NA,"3821","2K86, 2LQH, 2LQI, 2UZK, 6MNL",123,"https://genomics.senescence.info/genes/entry.php?hgnc=FOXO3","Inhibits",1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000131196","NFATC1","nuclear factor of activated T cells 1","protein coding","osteoporosis",30,NA,NA,NA,0.51,NA,NA,NA,0.51,0.51,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7775","1A66, 1NFA, 5SVE",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000141905","NFIC","nuclear factor I C","protein coding","alzheimers disease",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA,NA,NA,0.71,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7786",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000146904","EPHA1","EPH receptor A1","protein coding","alzheimers disease",27,NA,0,NA,NA,NA,NA,0.01,0.01,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3385","2K1K, 2K1L, 3HIL, 3KKA",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Literature_Precedence","Clinical_Precedence",2
"ENSG00000159217","IGF2BP1","insulin like growth factor 2 mRNA binding protein 1","protein coding","type 2 diabetes",3,NA,0.01,0.1,NA,NA,NA,0.43,NA,NA,NA,NA,0.58,0.68,NA,NA,NA,NA,NA,NA,NA,0.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28866","3KRM, 6QEY",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",5
"ENSG00000106633","GCK","glucokinase","protein coding","type 2 diabetes",389,0.01,NA,0,0,0,NA,0.31,NA,NA,0.02,NA,0.55,NA,NA,NA,0,NA,NA,NA,NA,0.83,0.07,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4195","1GLK, 1V4S, 1V4T, 3A0I, 3F9M, 3FGU, 3FR0, 3GOI, 3H1V, 3ID8, 3IDH, 3IMX, 3QIC, 3S41, 3VEV, 3VEY, 3VF6, 4DCH, 4DHY, 4ISE, 4ISF, 4ISG, 4IWV, 4IXC, 4L3Q, 4LC9, 4MLE, 4MLH, 4NO7, 4RCH, 5V4W, 5V4X, 6E0E, 6E0I",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",5
"ENSG00000109184","DCUN1D4","defective in cullin neddylation 1 domain containing 4","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28998","5V89",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000111249","CUX2","cut like homeobox 2","protein coding","heart disease",5,NA,0.03,0.34,NA,NA,NA,0.56,NA,NA,NA,0.03,0.47,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19347","1WH6, 1WH8, 1X2L",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000129038","LOXL1","lysyl oxidase like 1","protein coding","glaucoma",227,NA,0.63,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,0.52,NA,NA,0.41,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6665",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000153310","CYRIB","CYFIP related Rac1 interactor B","protein coding",NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25216","7AJK",NA,NA,NA,1,"Immune response","immune response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000154997","SEPTIN14","septin 14","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33280",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000178852","EFCAB13","EF-hand calcium binding domain 13","protein coding",NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26864",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000102837","OLFM4","olfactomedin 4","protein coding","obesity",10,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,0.32,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17190",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000141564","RPTOR","regulatory associated protein of MTOR complex 1","protein coding","obesity",17,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0.52,0.62,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30287","5H64, 6BCU, 6BCX, 6SB0, 6SB2, 6U62",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000165029","ABCA1","ATP binding cassette subfamily A member 1","protein coding","heart disease",168,0.01,0.61,NA,NA,0.03,0.73,0.52,0.01,0,NA,NA,0.89,NA,NA,NA,0.01,NA,NA,NA,0.42,0.03,0.01,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","5XJY",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",6
"ENSG00000198056","PRIM1","DNA primase subunit 1","protein coding","heart disease",1,NA,NA,0,NA,NA,0,0.08,NA,NA,0.01,NA,NA,0.65,NA,NA,NA,0.03,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9369","4BPU, 4BPW, 4BPX, 4LIK, 4LIL, 4MHQ, 4RR2, 5EXR, 6R4S, 6R4T, 6R4U, 6R5D, 6R5E, 6RB4",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000086300","SNX10","sorting nexin 10","protein coding","metabolic syndrome",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14974","4ON3, 4PZG",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000134443","GRP","gastrin releasing peptide","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4605","2N0B, 2N0C, 2N0D, 2N0E, 2N0F, 2N0G, 2N0H",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000157873","TNFRSF14","TNF receptor superfamily member 14","protein coding","rheumatoid arthritis",13,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11912","1JMA, 2AW2, 4FHQ, 4RSU, 5T2Q, 5T2R, 6NG3",NA,NA,NA,1,"Immune response","immune response","Predicted_Tractable_(H)","No_Evidence","No_Evidence","Discovery_Opportunity",2
"ENSG00000107485","GATA3","GATA binding protein 3","protein coding","heart disease",27,0.01,0,0,0.7,NA,0,0.02,NA,0.56,NA,NA,0.41,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4172","4HC7, 4HC9, 4HCA",NA,NA,NA,3,"Immune response, Epigenetic alteration, Inflammation","immune response, histone modification, DNA methylation or demethylation, inflammatory response, chromatin remodeling","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000149084","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","protein coding","type 2 diabetes",1,NA,NA,0.45,NA,NA,NA,0.51,NA,NA,NA,0.43,0.61,0.58,0.42,NA,NA,NA,NA,0.31,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18646",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",8
"ENSG00000152254","G6PC2","glucose-6-phosphatase catalytic subunit 2","protein coding","type 2 diabetes",20,0.01,0,NA,0,0,NA,0.01,0.01,0,0.01,NA,0.15,0.35,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28906",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000170606","HSPA4","heat shock protein family A (Hsp70) member 4","protein coding","hypertension",58,0.69,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5237",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000171303","KCNK3","potassium two pore domain channel subfamily K member 3","protein coding","hypertension",93,NA,NA,0.86,NA,NA,NA,0.82,NA,NA,NA,0.63,0.65,0.68,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,"6278","6RV2, 6RV3, 6RV4",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",7
"ENSG00000172379","ARNT2","aryl hydrocarbon receptor nuclear translocator 2","protein coding","heart disease",2,0.44,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16876",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000106511","MEOX2","mesenchyme homeobox 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,0.81,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7014",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000114491","UMPS","uridine monophosphate synthetase","protein coding",NA,NA,NA,0.17,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12563","2EAW, 2JGY, 2P1F, 2QCC, 2QCD, 2QCE, 2QCF, 2QCG, 2QCH, 2QCL, 2QCM, 2QCN, 2V30, 2WNS, 3BGG, 3BGJ, 3BK0, 3BVJ, 3DBP, 3EWU, 3EWW, 3EWX, 3EWY, 3EWZ, 3EX1, 3EX2, 3EX3, 3EX4, 3EX6, 3G3D, 3G3M, 3L0K, 3L0N, 3MI2, 3MO7, 3MW7, 4HIB, 4HKP",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000185305","ARL15","ADP ribosylation factor like GTPase 15","protein coding","heart disease",6,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,0.83,0.7,0.05,NA,NA,NA,NA,NA,NA,0.81,0,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"25945",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000187796","CARD9","caspase recruitment domain family member 9","protein coding","rheumatoid arthritis",8,NA,NA,0,0.42,NA,0,0.04,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16391","6E25, 6E26, 6E27, 6E28, 6N2M, 6N2P",NA,NA,NA,2,"Immune response, Inflammation","immune response, inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000197249","SERPINA1","serpin family A member 1","protein coding","chronic obstructive pulmonary disease",1133,0.76,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,0.75,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,"8941","1ATU, 1D5S, 1EZX, 1HP7, 1IZ2, 1KCT, 1OO8, 1OPH, 1PSI, 1QLP, 1QMB, 2D26, 2QUG, 3CWL, 3CWM, 3DRM, 3DRU, 3NDD, 3NDF, 3NE4, 3T1P, 4PYW, 5IO1, 5NBU, 5NBV, 6HX4, 6I4V, 6I7U, 6IAY, 6ROD, 7AEL, 7API, 7NPK, 7NPL, 8API, 9API",NA,NA,NA,1,"Inflammation","inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",5
"ENSG00000104960","PTOV1","PTOV1 extended AT-hook containing adaptor protein","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9632",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000112531","QKI","QKI, KH domain containing RNA binding","protein coding","heart disease",8,0,NA,NA,NA,NA,NA,0.26,NA,NA,NA,0.25,0.53,0.54,NA,NA,NA,0.53,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21100","4JVH",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000133103","COG6","component of oligomeric golgi complex 6","protein coding","rheumatoid arthritis",4,NA,NA,NA,0.65,NA,NA,0,0,0,NA,NA,NA,0.18,NA,NA,NA,NA,0.39,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18621",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000143126","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2","protein coding","heart disease",20,0,NA,NA,NA,NA,NA,0.42,NA,0.01,0.35,0.43,0.65,0.05,NA,NA,NA,0.29,NA,NA,NA,0.27,0.01,NA,0.26,NA,NA,0.29,0.4,NA,NA,NA,NA,NA,"3231",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",10
"ENSG00000164045","CDC25A","cell division cycle 25A","protein coding","heart disease",1,NA,NA,0.37,NA,NA,NA,0.15,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1725","1C25",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000186577","SMIM29","small integral membrane protein 29","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,0.32,0.44,0.43,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1340",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",6
"ENSG00000125952","MAX","MYC associated factor X","protein coding","heart disease",5,NA,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,0.59,0.31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6913","1AN2, 1HLO, 1NKP, 1NLW, 1R05, 5EYO, 6G6J, 6G6K, 6G6L",208,"https://genomics.senescence.info/genes/entry.php?hgnc=MAX",NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000132437","DDC","dopa decarboxylase","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2719","3RBF, 3RBL, 3RCH",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","Clinical_Precedence",2
"ENSG00000162337","LRP5","LDL receptor related protein 5","protein coding","osteoporosis",181,NA,0,NA,0,NA,NA,0,0.71,NA,NA,NA,NA,0.1,0.23,NA,NA,0.79,NA,NA,NA,0,0.02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6697",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
